"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"645",645,583,"Vanillish","Ice",NA,395,51,65,65,80,75,59,5,"False","https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pokémon)","Vanillish (Japanese: バニリッチ Vanirich) is an Ice-type Pokémon introduced in Generation V.
","It evolves from Vanillite starting at level 35 and evolves into Vanilluxe starting at level 47.
","z.sp.atk",0,0,0,1,0,0
"646",646,584,"Vanilluxe","Ice",NA,535,71,95,85,110,95,79,5,"False","https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pokémon)","Vanilluxe (Japanese: バイバニラ Baivanilla) is an Ice-type Pokémon introduced in Generation V.
","It evolves from Vanillish starting at level 47. It is the final form of Vanillite.
","z.sp.atk",0,0,0,1,0,0
"647",647,585,"Deerling","Normal","Grass",335,60,60,50,40,50,75,5,"False","https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pokémon)","Deerling (Japanese: シキジカ Shikijika) is a dual-type Normal/Grass Pokémon introduced in Generation V.
","It evolves into Sawsbuck starting at level 34.
","z.spd",0,0,0,0,0,1
"648",648,586,"Sawsbuck","Normal","Grass",475,80,100,70,60,70,95,5,"False","https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pokémon)","Sawsbuck (Japanese: メブキジカ Mebukijika) is a dual-type Normal/Grass Pokémon introduced in Generation V.
","It evolves from Deerling starting at level 34.
","z.spd",0,0,0,0,0,1
"649",649,587,"Emolga","Electric","Flying",428,55,75,60,75,60,103,5,"False","https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pokémon)","Emolga (Japanese: エモンガ Emonga) is a dual-type Electric/Flying Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"650",650,588,"Karrablast","Bug",NA,315,50,75,45,40,45,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pokémon)","Karrablast (Japanese: カブルモ Kaburumo) is a Bug-type Pokémon introduced in Generation V.
","It evolves into Escavalier when traded for a Shelmet, which evolves into Accelgor simultaneously. Neither evolves if at least one holds an Everstone during the trade.
","z.atk",0,1,0,0,0,0
"651",651,589,"Escavalier","Bug","Steel",495,70,135,105,60,105,20,5,"False","https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pokémon)","Escavalier (Japanese: シュバルゴ Chevargo) is a dual-type Bug/Steel Pokémon introduced in Generation V.
","It evolves from Karrablast when traded for a Shelmet, which evolves into Accelgor simultaneously. Neither evolves if at least one holds an Everstone during the trade.
","z.atk",0,1,0,0,0,0
"652",652,590,"Foongus","Grass","Poison",294,69,55,45,55,55,15,5,"False","https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pokémon)","Foongus (Japanese: タマゲタケ Tamagetake) is a dual-type Grass/Poison Pokémon introduced in Generation V.
","It evolves into Amoonguss starting at level 39.
","z.hp",1,0,0,0,0,0
"653",653,591,"Amoonguss","Grass","Poison",464,114,85,70,85,80,30,5,"False","https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pokémon)","Amoonguss (Japanese: モロバレル Morobareru) is a dual-type Grass/Poison Pokémon introduced in Generation V.
","It evolves from Foongus starting at level 39.
","z.hp",1,0,0,0,0,0
"654",654,592,"Frillish","Water","Ghost",335,55,40,50,65,85,40,5,"False","https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pokémon)","Frillish (Japanese: プルリル Pururill) is a dual-type Water/Ghost Pokémon introduced in Generation V.
","It evolves into Jellicent starting at level 40.
","z.sp.def",0,0,0,0,1,0
"655",655,593,"Jellicent","Water","Ghost",480,100,60,70,85,105,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pokémon)","Jellicent (Japanese: ブルンゲル Burungel) is a dual-type Water/Ghost Pokémon introduced in Generation V.
","It evolves from Frillish starting at level 40.
","z.hp",1,0,0,0,0,0
"656",656,594,"Alomomola","Water",NA,470,165,75,80,40,45,65,5,"False","https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pokémon)","Alomomola (Japanese: ママンボウ Mamanbou) is a Water-type Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.hp",1,0,0,0,0,0
"657",657,595,"Joltik","Bug","Electric",319,50,47,50,57,50,65,5,"False","https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pokémon)","Joltik (Japanese: バチュル Bachuru) is a dual-type Bug/Electric Pokémon introduced in Generation V.
","It evolves into Galvantula starting at level 36.
","z.spd",0,0,0,0,0,1
"658",658,596,"Galvantula","Bug","Electric",472,70,77,60,97,60,108,5,"False","https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pokémon)","Galvantula (Japanese: デンチュラ Dentula) is a dual-type Bug/Electric Pokémon introduced in Generation V.
","It evolves from Joltik starting at level 36.
","z.spd",0,0,0,0,0,1
"659",659,597,"Ferroseed","Grass","Steel",305,44,50,91,24,86,10,5,"False","https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pokémon)","Ferroseed (Japanese: テッシード Tesseed) is a dual-type Grass/Steel Pokémon introduced in Generation V.
","It evolves into Ferrothorn starting at level 40.
","z.def",0,0,1,0,0,0
"660",660,598,"Ferrothorn","Grass","Steel",489,74,94,131,54,116,20,5,"False","https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pokémon)","Ferrothorn (Japanese: ナットレイ Nutrey) is a dual-type Grass/Steel Pokémon introduced in Generation V.
","It evolves from Ferroseed starting at level 40.
","z.def",0,0,1,0,0,0
"661",661,599,"Klink","Steel",NA,300,40,55,70,45,60,30,5,"False","https://bulbapedia.bulbagarden.net/wiki/Klink_(Pokémon)","Klink (Japanese: ギアル Giaru) is a Steel-type Pokémon introduced in Generation V.
","It evolves into Klang starting at level 38, which evolves into Klinklang starting at level 49.
","z.def",0,0,1,0,0,0
"662",662,600,"Klang","Steel",NA,440,60,80,95,70,85,50,5,"False","https://bulbapedia.bulbagarden.net/wiki/Klang_(Pokémon)","Klang (Japanese: ギギアル Gigiaru) is a Steel-type Pokémon introduced in Generation V.
","It evolves from Klink starting at level 38 and evolves into Klinklang starting at level 49.
","z.def",0,0,1,0,0,0
"663",663,601,"Klinklang","Steel",NA,520,60,100,115,70,85,90,5,"False","https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pokémon)","Klinklang (Japanese: ギギギアル Gigigiaru) is a Steel-type Pokémon introduced in Generation V.
","It evolves from Klang starting at level 49. It is the final form of Klink.
","z.def",0,0,1,0,0,0
"664",664,602,"Tynamo","Electric",NA,275,35,55,40,45,40,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pokémon)","Tynamo (Japanese: シビシラス Shibishirasu) is an Electric-type Pokémon introduced in Generation V.
","It evolves into Eelektrik starting at level 39, which evolves into Eelektross when exposed to a Thunder Stone.
","z.spd",0,0,0,0,0,1
"665",665,603,"Eelektrik","Electric",NA,405,65,85,70,75,70,40,5,"False","https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pokémon)","Eelektrik (Japanese: シビビール Shibibeel) is an Electric-type Pokémon introduced in Generation V.
","It evolves from Tynamo starting at level 39 and evolves into Eelektross when exposed to a Thunder Stone.
","z.atk",0,1,0,0,0,0
"666",666,604,"Eelektross","Electric",NA,515,85,115,80,105,80,50,5,"False","https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pokémon)","Eelektross (Japanese: シビルドン Shibirudon) is an Electric-type Pokémon introduced in Generation V.
","It evolves from Eelektrik when exposed to a Thunder Stone. It is the final form of Tynamo.
","z.atk",0,1,0,0,0,0
"667",667,605,"Elgyem","Psychic",NA,335,55,55,55,85,55,30,5,"False","https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pokémon)","Elgyem (Japanese: リグレー Ligray) is a Psychic-type Pokémon introduced in Generation V.
","It evolves into Beheeyem starting at level 42.
","z.sp.atk",0,0,0,1,0,0
"668",668,606,"Beheeyem","Psychic",NA,485,75,75,75,125,95,40,5,"False","https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pokémon)","Beheeyem (Japanese: オーベム Ohbem) is a Psychic-type Pokémon introduced in Generation V.
","It evolves from Elgyem starting at level 42.
","z.sp.atk",0,0,0,1,0,0
"669",669,607,"Litwick","Ghost","Fire",275,50,30,55,65,55,20,5,"False","https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pokémon)","Litwick (Japanese: ヒトモシ Hitomoshi) is a dual-type Ghost/Fire Pokémon introduced in Generation V.
","It evolves into Lampent starting at level 41, which evolves into Chandelure when exposed to a Dusk Stone.
","z.sp.atk",0,0,0,1,0,0
"670",670,608,"Lampent","Ghost","Fire",370,60,40,60,95,60,55,5,"False","https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pokémon)","Lampent (Japanese: ランプラー Lampler) is a dual-type Ghost/Fire Pokémon introduced in Generation V.
","It evolves from Litwick starting at level 41 and evolves into Chandelure when exposed to a Dusk Stone.
","z.sp.atk",0,0,0,1,0,0
"671",671,609,"Chandelure","Ghost","Fire",520,60,55,90,145,90,80,5,"False","https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pokémon)","Chandelure (Japanese: シャンデラ Chandela) is a dual-type Ghost/Fire Pokémon introduced in Generation V.
","It evolves from Lampent when exposed to a Dusk Stone. It is the final form of Litwick.
","z.sp.atk",0,0,0,1,0,0
"672",672,610,"Axew","Dragon",NA,320,46,87,60,30,40,57,5,"False","https://bulbapedia.bulbagarden.net/wiki/Axew_(Pokémon)","Axew (Japanese: キバゴ Kibago) is a Dragon-type Pokémon introduced in Generation V.
","It evolves into Fraxure starting at level 38, which evolves into Haxorus starting at level 48.
","z.atk",0,1,0,0,0,0
"673",673,611,"Fraxure","Dragon",NA,410,66,117,70,40,50,67,5,"False","https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pokémon)","Fraxure (Japanese: オノンド Onondo) is a Dragon-type Pokémon introduced in Generation V.
","It evolves from Axew starting at level 38 and evolves into Haxorus starting at level 48.
","z.atk",0,1,0,0,0,0
"674",674,612,"Haxorus","Dragon",NA,540,76,147,90,60,70,97,5,"False","https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pokémon)","Haxorus (Japanese: オノノクス Ononokus) is a Dragon-type Pokémon introduced in Generation V.
","It evolves from Fraxure starting at level 48. It is the final form of Axew.
","z.atk",0,1,0,0,0,0
"675",675,613,"Cubchoo","Ice",NA,305,55,70,40,60,40,40,5,"False","https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pokémon)","Cubchoo (Japanese: クマシュン Kumasyun) is an Ice-type Pokémon introduced in Generation V.
","It evolves into Beartic starting at level 37.
","z.atk",0,1,0,0,0,0
"676",676,614,"Beartic","Ice",NA,485,95,110,80,70,80,50,5,"False","https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pokémon)","Beartic (Japanese: ツンベアー Tunbear) is an Ice-type Pokémon introduced in Generation V.
","It evolves from Cubchoo starting at level 37.
","z.hp",1,0,0,0,0,0
"677",677,615,"Cryogonal","Ice",NA,485,70,50,30,95,135,105,5,"False","https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pokémon)","Cryogonal (Japanese: フリージオ Freegeo) is an Ice-type Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.sp.def",0,0,0,0,1,0
"678",678,616,"Shelmet","Bug",NA,305,50,40,85,40,65,25,5,"False","https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pokémon)","Shelmet (Japanese: チョボマキ Chobomaki) is a Bug-type Pokémon introduced in Generation V.
","It evolves into Accelgor when traded for a Karrablast, which evolves into Escavalier simultaneously. Neither evolves if at least one holds an Everstone during the trade.
","z.def",0,0,1,0,0,0
"679",679,617,"Accelgor","Bug",NA,495,80,70,40,100,60,145,5,"False","https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pokémon)","Accelgor (Japanese: アギルダー Agilder) is a Bug-type Pokémon introduced in Generation V.
","It evolves from Shelmet when traded for a Karrablast, which evolves into Escavalier simultaneously. Neither evolves if at least one holds an Everstone during the trade.
","z.spd",0,0,0,0,0,1
"680",680,618,"Stunfisk","Ground","Electric",471,109,66,84,81,99,32,5,"False","https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pokémon)","Stunfisk (Japanese: マッギョ Maggyo) is a dual-type Ground/Electric Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.hp",1,0,0,0,0,0
"681",681,619,"Mienfoo","Fighting",NA,350,45,85,50,55,50,65,5,"False","https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pokémon)","Mienfoo (Japanese: コジョフー Kojofu) is a Fighting-type Pokémon introduced in Generation V.
","It evolves into Mienshao starting at level 50.
","z.atk",0,1,0,0,0,0
"682",682,620,"Mienshao","Fighting",NA,510,65,125,60,95,60,105,5,"False","https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pokémon)","Mienshao (Japanese: コジョンド Kojondo) is a Fighting-type Pokémon introduced in Generation V.
","It evolves from Mienfoo starting at level 50.
","z.atk",0,1,0,0,0,0
"683",683,621,"Druddigon","Dragon",NA,485,77,120,90,60,90,48,5,"False","https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pokémon)","Druddigon (Japanese: クリムガン Crimgan) is a Dragon-type Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.atk",0,1,0,0,0,0
"684",684,622,"Golett","Ground","Ghost",303,59,74,50,35,50,35,5,"False","https://bulbapedia.bulbagarden.net/wiki/Golett_(Pokémon)","Golett (Japanese: ゴビット Gobit) is a dual-type Ground/Ghost Pokémon introduced in Generation V.
","It evolves into Golurk starting at level 43.
","z.atk",0,1,0,0,0,0
"685",685,623,"Golurk","Ground","Ghost",483,89,124,80,55,80,55,5,"False","https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pokémon)","Golurk (Japanese: ゴルーグ Goloog) is a dual-type Ground/Ghost Pokémon introduced in Generation V.
","It evolves from Golett starting at level 43.
","z.atk",0,1,0,0,0,0
"686",686,624,"Pawniard","Dark","Steel",340,45,85,70,40,40,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pokémon)","Pawniard (Japanese: コマタナ Komatana) is a dual-type Dark/Steel Pokémon introduced in Generation V.
","It evolves into Bisharp starting at level 52.
","z.atk",0,1,0,0,0,0
"687",687,625,"Bisharp","Dark","Steel",490,65,125,100,60,70,70,5,"False","https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pokémon)","Bisharp (Japanese: キリキザン Kirikizan) is a dual-type Dark/Steel Pokémon introduced in Generation V.
","It evolves from Pawniard starting at level 52.
","z.atk",0,1,0,0,0,0
"688",688,626,"Bouffalant","Normal",NA,490,95,110,95,40,95,55,5,"False","https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pokémon)","Bouffalant (Japanese: バッフロン Buffron) is a Normal-type Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.hp",1,0,0,0,0,0
"689",689,627,"Rufflet","Normal","Flying",350,70,83,50,37,50,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pokémon)","Rufflet (Japanese: ワシボン Washibon) is a dual-type Normal/Flying Pokémon introduced in Generation V.
","It evolves into Braviary starting at level 54.
","z.atk",0,1,0,0,0,0
"690",690,628,"Braviary","Normal","Flying",510,100,123,75,57,75,80,5,"False","https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pokémon)","Braviary (Japanese: ウォーグル Warrgle) is a dual-type Normal/Flying Pokémon introduced in Generation V.
","It evolves from Rufflet starting at level 54.
","z.atk",0,1,0,0,0,0
"691",691,629,"Vullaby","Dark","Flying",370,70,55,75,45,65,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pokémon)","Vullaby (Japanese: バルチャイ Valchai) is a dual-type Dark/Flying Pokémon introduced in Generation V.
","It evolves into Mandibuzz starting at level 54.
","z.def",0,0,1,0,0,0
"692",692,630,"Mandibuzz","Dark","Flying",510,110,65,105,55,95,80,5,"False","https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pokémon)","Mandibuzz (Japanese: バルジーナ Vulgina) is a dual-type Dark/Flying Pokémon introduced in Generation V.
","It evolves from Vullaby starting at level 54.
","z.hp",1,0,0,0,0,0
"693",693,631,"Heatmor","Fire",NA,484,85,97,66,105,66,65,5,"False","https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pokémon)","Heatmor (Japanese: クイタラン Kuitaran) is a Fire-type Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.sp.atk",0,0,0,1,0,0
"694",694,632,"Durant","Bug","Steel",484,58,109,112,48,48,109,5,"False","https://bulbapedia.bulbagarden.net/wiki/Durant_(Pokémon)","Durant (Japanese: アイアント Aiant) is a dual-type Bug/Steel Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"695",695,633,"Deino","Dark","Dragon",300,52,65,50,45,50,38,5,"False","https://bulbapedia.bulbagarden.net/wiki/Deino_(Pokémon)","Deino (Japanese: モノズ Monozu) is a dual-type Dark/Dragon Pokémon introduced in Generation V.
","It evolves into Zweilous starting at level 50, which evolves into Hydreigon starting at level 64.
","z.atk",0,1,0,0,0,0
"696",696,634,"Zweilous","Dark","Dragon",420,72,85,70,65,70,58,5,"False","https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pokémon)","Zweilous (Japanese: ジヘッド Dihead) is a dual-type Dark/Dragon Pokémon introduced in Generation V.
","It evolves from Deino starting at level 50 and evolves into Hydreigon starting at level 64.
","z.atk",0,1,0,0,0,0
"697",697,635,"Hydreigon","Dark","Dragon",600,92,105,90,125,90,98,5,"False","https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pokémon)","Hydreigon (Japanese: サザンドラ Sazandora) is a dual-type Dark/Dragon pseudo-legendary Pokémon introduced in Generation V.
","It evolves from Zweilous starting at level 64. It is the final form of Deino.
","z.sp.atk",0,0,0,1,0,0
"698",698,636,"Larvesta","Bug","Fire",360,55,85,55,50,55,60,5,"False","https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pokémon)","Larvesta (Japanese: メラルバ Merlarva) is a dual-type Bug/Fire Pokémon introduced in Generation V.
","It evolves into Volcarona starting at level 59.
","z.atk",0,1,0,0,0,0
"699",699,637,"Volcarona","Bug","Fire",550,85,60,65,135,105,100,5,"False","https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pokémon)","Volcarona (Japanese: ウルガモス Ulgamoth) is a dual-type Bug/Fire Pokémon introduced in Generation V.
","It evolves from Larvesta starting at level 59.
","z.sp.atk",0,0,0,1,0,0
"700",700,638,"Cobalion","Steel","Fighting",580,91,90,129,90,72,108,5,"True","https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pokémon)","Cobalion (Japanese: コバルオン Cobalon) is a dual-type Steel/Fighting Legendary Pokémon introduced in Generation V.
","It is not known to evolve into or from any Pokémon.
","z.def",0,0,1,0,0,0
"701",701,639,"Terrakion","Rock","Fighting",580,91,129,90,72,90,108,5,"True","https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pokémon)","Terrakion (Japanese: テラキオン Terrakion) is a dual-type Rock/Fighting Legendary Pokémon introduced in Generation V.
","It is not known to evolve into or from any Pokémon.
","z.atk",0,1,0,0,0,0
"702",702,640,"Virizion","Grass","Fighting",580,91,90,72,90,129,108,5,"True","https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pokémon)","Virizion (Japanese: ビリジオン Virizion) is a dual-type Grass/Fighting Legendary Pokémon introduced in Generation V.
","It is not known to evolve into or from any Pokémon.
","z.sp.def",0,0,0,0,1,0
"703",703,641,"TornadusIncarnate Forme","Flying",NA,580,79,115,70,125,80,111,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"704",704,641,"TornadusTherian Forme","Flying",NA,580,79,100,80,110,90,121,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"705",705,642,"ThundurusIncarnate Forme","Electric","Flying",580,79,115,70,125,80,111,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"706",706,642,"ThundurusTherian Forme","Electric","Flying",580,79,105,70,145,80,101,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"707",707,643,"Reshiram","Dragon","Fire",680,100,120,100,150,120,90,5,"True","https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pokémon)","Reshiram (Japanese: レシラム Reshiram) is a dual-type Dragon/Fire Legendary Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.sp.atk",0,0,0,1,0,0
"708",708,644,"Zekrom","Dragon","Electric",680,100,150,120,120,100,90,5,"True","https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pokémon)","Zekrom (Japanese: ゼクロム Zekrom) is a dual-type Dragon/Electric Legendary Pokémon introduced in Generation V.
","It is not known to evolve into or from any other Pokémon.
","z.atk",0,1,0,0,0,0
"709",709,645,"LandorusIncarnate Forme","Ground","Flying",600,89,125,90,115,80,101,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"710",710,645,"LandorusTherian Forme","Ground","Flying",600,89,145,90,105,80,91,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"711",711,646,"Kyurem","Dragon","Ice",660,125,130,90,130,90,95,5,"True","https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pokémon)","Kyurem (Japanese: キュレム Kyurem) is a dual-type Dragon/Ice Legendary Pokémon introduced in Generation V.
","While it is not known to evolve into or from any Pokémon, it has two other forms, which are activated by using the DNA Splicers on it and either Reshiram or Zekrom, resulting in a process called Absofusion that removes Reshiram or Zekrom from the party until the fusion is undone. It will then become White Kyurem (with Reshiram) or Black Kyurem (with Zekrom). However, it is impossible to own a White Kyurem and a Black Kyurem at the same time legitimately, as the game rejects the second fusion of Kyurem with Reshiram/Zekrom, and Kyurem cannot be traded or placed in Pokemon Bank while fused.
","z.hp",1,0,0,0,0,0
"712",712,646,"KyuremBlack Kyurem","Dragon","Ice",700,125,170,100,120,90,95,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"713",713,646,"KyuremWhite Kyurem","Dragon","Ice",700,125,120,90,170,100,95,5,"True",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"714",714,647,"KeldeoOrdinary Forme","Water","Fighting",580,91,72,90,129,90,108,5,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"715",715,647,"KeldeoResolute Forme","Water","Fighting",580,91,72,90,129,90,108,5,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"716",716,648,"MeloettaAria Forme","Normal","Psychic",600,100,77,77,128,128,90,5,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"717",717,648,"MeloettaPirouette Forme","Normal","Fighting",600,100,128,90,77,77,128,5,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"718",718,649,"Genesect","Bug","Steel",600,71,120,95,120,95,99,5,"False","https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pokémon)","Genesect (Japanese: ゲノセクト Genesect) is a dual-type Bug/Steel Mythical Pokémon introduced in Generation V.
","While it is not known to evolve into or from any other Pokémon, the Drive inserted in the cannon on its back is visibly different within its sprites depending on the Drive it is holding.
","z.sp.atk",0,0,0,1,0,0
"719",719,650,"Chespin","Grass",NA,313,56,61,65,48,45,38,6,"False","https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pokémon)","Chespin (Japanese: ハリマロン Harimaron) is a Grass-type Pokémon introduced in Generation VI.
","It evolves into Quilladin starting at level 16, which evolves into Chesnaught starting at level 36.
","z.def",0,0,1,0,0,0
"720",720,651,"Quilladin","Grass",NA,405,61,78,95,56,58,57,6,"False","https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pokémon)","Quilladin (Japanese: ハリボーグ Hariborg) is a Grass-type Pokémon introduced in Generation VI.
","It evolves from Chespin starting at level 16 and evolves into Chesnaught starting at level 36.
","z.def",0,0,1,0,0,0
"721",721,652,"Chesnaught","Grass","Fighting",530,88,107,122,74,75,64,6,"False","https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pokémon)","Chesnaught (Japanese: ブリガロン Brigarron) is a dual-type Grass/Fighting Pokémon introduced in Generation VI.
","It evolves from Quilladin starting at level 36. It is the final form of Chespin.
","z.def",0,0,1,0,0,0
"722",722,653,"Fennekin","Fire",NA,307,40,45,40,62,60,60,6,"False","https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pokémon)","Fennekin (Japanese: フォッコ Fokko) is a Fire-type Pokémon introduced in Generation VI.
","It evolves into Braixen starting at level 16, which evolves into Delphox starting at level 36.
","z.spd",0,0,0,0,0,1
"723",723,654,"Braixen","Fire",NA,409,59,59,58,90,70,73,6,"False","https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pokémon)","Braixen (Japanese: テールナー Tairenar) is a Fire-type Pokémon introduced in Generation VI.
","It evolves from Fennekin starting at level 16 and evolves into Delphox starting at level 36.
","z.sp.atk",0,0,0,1,0,0
"724",724,655,"Delphox","Fire","Psychic",534,75,69,72,114,100,104,6,"False","https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pokémon)","Delphox (Japanese: マフォクシー Mahoxy) is a dual-type Fire/Psychic Pokémon introduced in Generation VI.
","It evolves from Braixen starting at level 36. It is the final form of Fennekin.
","z.sp.atk",0,0,0,1,0,0
"725",725,656,"Froakie","Water",NA,314,41,56,40,62,44,71,6,"False","https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pokémon)","Froakie (Japanese: ケロマツ Keromatsu) is a Water-type Pokémon introduced in Generation VI.
","It evolves into Frogadier starting at level 16, which evolves into Greninja starting at level 36.
","z.spd",0,0,0,0,0,1
"726",726,657,"Frogadier","Water",NA,405,54,63,52,83,56,97,6,"False","https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pokémon)","Frogadier (Japanese: ゲコガシラ Gekogashira) is a Water-type Pokémon introduced in Generation VI.
","It evolves from Froakie starting at level 16 and evolves into Greninja starting at level 36.
","z.spd",0,0,0,0,0,1
"727",727,658,"Greninja","Water","Dark",530,72,95,67,103,71,122,6,"False","https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pokémon)","Greninja (Japanese: ゲッコウガ Gekkouga) is a dual-type Water/Dark Pokémon introduced in Generation VI.
","It evolves from Frogadier starting at level 36. It is the final form of Froakie. With the Battle Bond Ability, it can transform into a special form known as Ash-Greninja. Greninja with the Ability Battle Bond cannot breed.
","z.spd",0,0,0,0,0,1
"728",728,659,"Bunnelby","Normal",NA,237,38,36,38,32,36,57,6,"False","https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pokémon)","Bunnelby (Japanese: ホルビー Horubee) is a Normal-type Pokémon introduced in Generation VI.
","It evolves into Diggersby starting at level 20.
","z.spd",0,0,0,0,0,1
"729",729,660,"Diggersby","Normal","Ground",423,85,56,77,50,77,78,6,"False","https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pokémon)","Diggersby (Japanese: ホルード Horudo) is a dual-type Normal/Ground Pokémon introduced in Generation VI.
","It evolves from Bunnelby starting at level 20.
","z.hp",1,0,0,0,0,0
